num,PET,variation,category,orig_text,clean_text,char_count,word_count,edited_text,label
24,aybaşı,aybaşı,bodily functions,Aybaşı halinin ağrısız ve muntazam olmasını sağlar .,aybaşı halinin ağrısız ve muntazam olmasını sağlar,50,7,[PET_BOUNDARY]Aybaşı[PET_BOUNDARY] halinin ağrısız ve muntazam olmasını sağlar.,1
25,aybaşı,aybaşı,bodily functions,Aybaşı sancılarını keser .,aybaşı sancılarını keser,24,3,[PET_BOUNDARY]Aybaşı[PET_BOUNDARY] sancılarını keser.,1
26,aybaşı,aybaşı,bodily functions,Fazla aybaşı kanamasını önler .,fazla aybaşı kanamasınınler,27,3,Fazla [PET_BOUNDARY]aybaşı[PET_BOUNDARY] kanamasını önler.,1
27,aybaşı,aybaşı,bodily functions,"""Kadınlar üremeleri devam etmese de devam eden  aybaşı kanamalarından , sıcak basmanın olmamasından memnundular .""","""kadınlarremeleri devam etmese de devam eden  aybaşı kanamalarından sıcak basmanın olmamasından memnundular",107,12,"""Kadınlar üremeleri devam etmese de devam eden  [PET_BOUNDARY]aybaşı[PET_BOUNDARY] kanamalarından, sıcak basmanın olmamasından memnundular.""",1
28,aybaşı,aybaşında,bodily functions,"""Örneğin  , aybaşında olan kadınların terini koklayan hemcinslerinin regl günlerinin değişikliğe uğradığı saptandı  .""","""örneğin  aybaşında olan kadınların terini koklayan hemcinslerinin regl günlerinin değişikliğe uğradığı saptandı ",113,12,"""Örneğin , [PET_BOUNDARY]aybaşında[PET_BOUNDARY] olan kadınların terini koklayan hemcinslerinin regl günlerinin değişikliğe uğradığı saptandı .""",1
29,aybaşı,aybaşında,bodily functions,Aybaşında maaşımı aldığım zaman  ev gereksinimlerimiz için gerekli parayı eşime verirdim .,aybaşında maaşımı aldığım zaman  ev gereksinimlerimiz için gerekli parayı eşime verirdim,88,11,[PET_BOUNDARY]Aybaşında[PET_BOUNDARY] maaşımı aldığım zaman  ev gereksinimlerimiz için gerekli parayı eşime verirdim.,0
30,aybaşı,aybaşından,bodily functions,Aybaşından aybaşına bir şişe rakı alıyorum .,aybaşından aybaşına birişe rakı alıyorum,40,5,[PET_BOUNDARY]Aybaşından[PET_BOUNDARY] aybaşına bir şişe rakı alıyorum.,0
31,aybaşı,aybaşında,bodily functions,"""Yasanın Gelir  Vergisi Kanununda değişiklik yapan maddeleri , yayımını izleyen aybaşında , Kamu İhale  Kanunu'na ilişkin düzenlemeler 1 Ocak 2003 tarihinde yürürlüğe girecek .""","""yasanın gelir  vergisi kanununda değişiklik yapan maddeleri yayımını izleyen aybaşında kamu i̇hale  kanunu'na ilişkin düzenlemeler  ocak  tarihinde yürürlüğe girecek",166,19,"""Yasanın Gelir  Vergisi Kanununda değişiklik yapan maddeleri, yayımını izleyen [PET_BOUNDARY]aybaşında[PET_BOUNDARY], Kamu İhale  Kanunu'na ilişkin düzenlemeler 1 Ocak 2003 tarihinde yürürlüğe girecek.""",0
32,aybaşı,aybaşı,bodily functions,Aybaşı geldiğinde maaşların nasıl ödendiğini göreceksiniz sözleriyle  yanıtladı .,aybaşı geldiğinde maaşların nasıldendiğini göreceksiniz sözleriyle  yanıtladı,77,7,[PET_BOUNDARY]Aybaşı[PET_BOUNDARY] geldiğinde maaşların nasıl ödendiğini göreceksiniz sözleriyle  yanıtladı.,0
33,aybaşı,aybaşından,bodily functions,Bu durumun ortaya çıktığı tarihi takip eden aybaşından  itibaren ödemeye son verilir .,bu durumun ortayaktığı tarihi takip eden aybaşından  itibarendemeye son verilir,79,10,Bu durumun ortaya çıktığı tarihi takip eden [PET_BOUNDARY]aybaşından[PET_BOUNDARY]  itibaren ödemeye son verilir.,0
34,aybaşı,aybaşından,bodily functions,"Merkez Hakem Kurulu eski başkanları kulüplerde profesyonel yönetici olmaya devam ediyor. Levent Bıçakcı federasyonunun MHK başkanı Ufuk Özerten'in Gençlerbirliği'nde teknik işlerden sorumlu asbaşkanlığına getirilmesinden sonra, Haluk Ulusoy federasyonunun son döneminde başkanlığını yapan Bülent Yavuz'un da Ankaragücü genel müdürlüğüne atanacağı bildirildi. Yavuz'un aybaşından itibaren yeni görevine başlayacağı ifade edildi.0","merkez hakem kurulu eski başkanları kulüplerde profesyonel yönetici olmaya devam ediyor. levent bıçakcı federasyonunun mhk başkanı ufuk özerten'in gençlerbirliği'nde teknik işlerden sorumlu asbaşkanlığına getirilmesinden sonra, haluk ulusoy federasyonunun son döneminde başkanlığını yapan bülent yavuz'un da ankaragücü genel müdürlüğüne atanacağı bildirildi. yavuz'un aybaşından itibaren yeni görevine başlayacağı ifade edildi.0",428,48,"Merkez Hakem Kurulu eski başkanları kulüplerde profesyonel yönetici olmaya devam ediyor. Levent Bıçakcı federasyonunun MHK başkanı Ufuk Özerten'in Gençlerbirliği'nde teknik işlerden sorumlu asbaşkanlığına getirilmesinden sonra, Haluk Ulusoy federasyonunun son döneminde başkanlığını yapan Bülent Yavuz'un da Ankaragücü genel müdürlüğüne atanacağı bildirildi. Yavuz'un [PET_BOUNDARY]aybaşından[PET_BOUNDARY] itibaren yeni görevine başlayacağı ifade edildi.0",0
35,aybaşı,aybaşı,bodily functions,"""Bronşit selülit  , saç , aybaşı , güneş yanması , yüksek tansiyon , ödem  , romatizma gibi rahatsızlıklara iyi gelmektedir .""","""bronşit selülit  saç aybaşı güneş yanması yüksek tansiyondem  romatizma gibi rahatsızlıklara iyi gelmektedir",109,13,"""Bronşit selülit , saç, [PET_BOUNDARY]aybaşı[PET_BOUNDARY], güneş yanması, yüksek tansiyon, ödem , romatizma gibi rahatsızlıklara iyi gelmektedir.""",1
36,aybaşı,aybaşında,bodily functions,"""Istakoz işine  giren sosyetenin kamberi Sema Çelebi , aybaşında iş görüşmeleri için Amerika'ya gitmiş  .""","""istakoz işine  giren sosyetenin kamberi semaelebi aybaşında iş görüşmeleri için amerika'ya gitmiş ",99,12,"""Istakoz işine  giren sosyetenin kamberi Sema Çelebi, [PET_BOUNDARY]aybaşında[PET_BOUNDARY] iş görüşmeleri için Amerika'ya gitmiş .""",0
37,aybaşı,aybaşında,bodily functions,"""Yasanın Gelir  Vergisi Kanununda değişiklik yapan maddeleri , yayımını izleyen aybaşında , Kamu İhale  Kanunu'na ilişkin düzenlemeler 1 Ocak 2003 tarihinde yürürlüğe girecek .""","""yasanın gelir  vergisi kanununda değişiklik yapan maddeleri yayımını izleyen aybaşında kamu i̇hale  kanunu'na ilişkin düzenlemeler  ocak  tarihinde yürürlüğe girecek",166,19,"""Yasanın Gelir  Vergisi Kanununda değişiklik yapan maddeleri, yayımını izleyen [PET_BOUNDARY]aybaşında[PET_BOUNDARY], Kamu İhale  Kanunu'na ilişkin düzenlemeler 1 Ocak 2003 tarihinde yürürlüğe girecek.""",0
38,aybaşı,aybaşında,bodily functions,"""Vergi Barışı Kanunu'ndan yararlanmak isteyenlerin aybaşında başlayan başvuru ve vergi borcunun  ilk taksidini yatırma süresi , 31 Mart Pazartesi günü mesai saati bitiminde  sona erecek .""","""vergi barışı kanunu'ndan yararlanmak isteyenlerin aybaşında başlayan başvuru ve vergi borcunun  ilk taksidini yatırma süresi  mart pazartesi günü mesai saati bitiminde  sona erecek",181,23,"""Vergi Barışı Kanunu'ndan yararlanmak isteyenlerin [PET_BOUNDARY]aybaşında[PET_BOUNDARY] başlayan başvuru ve vergi borcunun  ilk taksidini yatırma süresi, 31 Mart Pazartesi günü mesai saati bitiminde  sona erecek.""",0
39,aybaşı,aybaşı,bodily functions,"""Bu  yüzdendir ki , ilimsiz kerâmet açığa çıkarmak bütün evliyaullah nazarında aybaşı gören  kadının kanı ; olarak nitelendirilmiştir !""","""bu  yüzdendir ki ilimsiz kerâmet açığakarmak bütün evliyaullah nazarında aybaşı gören  kadının kanı olarak nitelendirilmiştir",126,15,"""Bu  yüzdendir ki, ilimsiz kerâmet açığa çıkarmak bütün evliyaullah nazarında [PET_BOUNDARY]aybaşı[PET_BOUNDARY] gören  kadının kanı; olarak nitelendirilmiştir!""",1
40,aybaşı,aybaşı,bodily functions,"""Gerçekten  de kadınların ritmik , aybaşı kanamaları olarak isimlendirdikleri vajinadan gelen kanamalar ,  bebeği içinde taşıyacak rahim iç zarının , hormonlar etkisiyle her ay kalınlaşması  , ancak gebelik olmadığında artık beslenmesine gerek kalmadığında dışarı atılmasıdır .""","""gerçekten  de kadınların ritmik aybaşı kanamaları olarak isimlendirdikleri vajinadan gelen kanamalar  bebeği içinde taşıyacak rahim iç zarının hormonlar etkisiyle her ay kalınlaşması  ancak gebelik olmadığında artık beslenmesine gerek kalmadığında dışarı atılmasıdır",267,31,"""Gerçekten  de kadınların ritmik, [PET_BOUNDARY]aybaşı[PET_BOUNDARY] kanamaları olarak isimlendirdikleri vajinadan gelen kanamalar,  bebeği içinde taşıyacak rahim iç zarının, hormonlar etkisiyle her ay kalınlaşması , ancak gebelik olmadığında artık beslenmesine gerek kalmadığında dışarı atılmasıdır.""",1
41,aybaşı,aybaşı,bodily functions,Kabakulak  otu adı altında idrar artırıcı ve aybaşı kanamalarını düzenlemek üzere önerilen bitkinin  Latince karşılığını gördüğümde endişelendim .,kabakulak  otu adı altında idrar artırıcı ve aybaşı kanamalarını düzenlemekzerenerilen bitkinin  latince karşılığını gördüğümde endişelendim,140,15,Kabakulak  otu adı altında idrar artırıcı ve [PET_BOUNDARY]aybaşı[PET_BOUNDARY] kanamalarını düzenlemek üzere önerilen bitkinin  Latince karşılığını gördüğümde endişelendim.,1
42,aybaşı,aybaşı,bodily functions,"""O aybaşı aylığından pudra aldı kendine Bir çift uzun çorap ,  topuklu ayakkabı Pudrayı sürüp sürüp aynada baktı yüzüne Ve o hafta sonu  eve biraz daha geç geldi Bir emeklinin oğluyum adım Niyazi Jön Niyazi  de derler dostlar sağolsun Lise sondan terk okul durumu Fabrikada muhasebeye takılıyorum  Peder sağolsun levazımcıydı Çok dostları vardı o zamanlardan Eskiden yağ tüccarıymış şimdiki  patron Babamın dostuymuş o zamanlardan .""","""o aybaşı aylığından pudra aldı kendine birift uzunorap  topuklu ayakkabı pudrayı sürüp sürüp aynada baktı yüzüne ve o hafta sonu  eve biraz daha geç geldi bir emeklinin oğluyum adım niyazi jön niyazi  de derler dostlar sağolsun lise sondan terk okul durumu fabrikada muhasebeye takılıyorum  peder sağolsun levazımcıydıok dostları vardı o zamanlardan eskiden yağ tüccarıymışimdiki  patron babamın dostuymuş o zamanlardan",420,59,"""O [PET_BOUNDARY]aybaşı[PET_BOUNDARY] aylığından pudra aldı kendine Bir çift uzun çorap,  topuklu ayakkabı Pudrayı sürüp sürüp aynada baktı yüzüne Ve o hafta sonu  eve biraz daha geç geldi Bir emeklinin oğluyum adım Niyazi Jön Niyazi  de derler dostlar sağolsun Lise sondan terk okul durumu Fabrikada muhasebeye takılıyorum  Peder sağolsun levazımcıydı Çok dostları vardı o zamanlardan Eskiden yağ tüccarıymış şimdiki  patron Babamın dostuymuş o zamanlardan.""",0
43,aybaşı,aybaşı,bodily functions,"""Bu personelin emekli keseneğine esas aylığı , iştirakçi olduğu  tarihi izleyen aybaşı olan 01.04.1987 tarihi itibariyle 18 yaşının dolumundan sonra 25.06.1978  - 02.02.1980 tarihleri arasındaki sigortalı olarak geçen 1 yıl 7 ay 7  gün , 03.03.1987 - 01.04.1987 tarihleri arasında aday memur olarak geçen 28  gün olmak üzere , toplam 1 yıl 8 ay 5 günlük hizmeti  değerlendirilmeye tabi tutularak ortaokul mezunlarının göreve giriş derecesi olan 14 / 2’den  14 / 3’e yükseltilecek bu derece ve kademede de 8 ay 5  gün kıdemli sayılacaktır .""","""bu personelin emekli keseneğine esas aylığı iştirakçi olduğu  tarihi izleyen aybaşı olan tarihi itibariyle  yaşının dolumundan sonra  tarihleri arasındaki sigortalı olarak geçen  yıl  ay   gün tarihleri arasında aday memur olarak geçen   gün olmakzere toplam  yıl  ay  günlük hizmeti  değerlendirilmeye tabi tutularak ortaokul mezunlarının göreve giriş derecesi olan den  e yükseltilecek bu derece ve kademede de  ay   gün kıdemli sayılacaktır",444,59,"""Bu personelin emekli keseneğine esas aylığı, iştirakçi olduğu  tarihi izleyen [PET_BOUNDARY]aybaşı[PET_BOUNDARY] olan 01.04.1987 tarihi itibariyle 18 yaşının dolumundan sonra 25.06.1978  - 02.02.1980 tarihleri arasındaki sigortalı olarak geçen 1 yıl 7 ay 7  gün, 03.03.1987 - 01.04.1987 tarihleri arasında aday memur olarak geçen 28  gün olmak üzere, toplam 1 yıl 8 ay 5 günlük hizmeti  değerlendirilmeye tabi tutularak ortaokul mezunlarının göreve giriş derecesi olan 14 / 2’den  14 / 3’e yükseltilecek bu derece ve kademede de 8 ay 5  gün kıdemli sayılacaktır.""",0
44,aybaşı,aybaşı,bodily functions,"""Ki  kendisi dünyaca ünlü sosyolog Niyazi Berkes’in küçük kardeşidir… Eğer aybaşı ise oralarda  çarşıdaki binalarının kirasını toplamaya gelmiş Mehmet Hacımolla’ya da rastlayacaksınız , yanınmda yüzünden  nur ve güven akan eniştesi Sami Hoca Efendi ile birşeyler konuşarak ,  yokuş aşağı eve gitmektedirler .""","""ki  kendisi dünyacanlü sosyolog niyazi berkes’in küçük kardeşidir… eğer aybaşı ise oralarda arşıdaki binalarının kirasını toplamaya gelmiş mehmet hacımolla’ya da rastlayacaksınız yanınmda yüzünden  nur ve güven akan eniştesi sami hoca efendi ile birşeyler konuşarak  yokuş aşağı eve gitmektedirler",298,38,"""Ki  kendisi dünyaca ünlü sosyolog Niyazi Berkes’in küçük kardeşidir… Eğer [PET_BOUNDARY]aybaşı[PET_BOUNDARY] ise oralarda  çarşıdaki binalarının kirasını toplamaya gelmiş Mehmet Hacımolla’ya da rastlayacaksınız, yanınmda yüzünden  nur ve güven akan eniştesi Sami Hoca Efendi ile birşeyler konuşarak,  yokuş aşağı eve gitmektedirler.""",0
45,aybaşı,aybaşı,bodily functions,"""Aynı evi  paylaşan bu iki kafadar , aybaşı münasebetiyle hipermarketlerden birine gidip , 20  paket makarna , 5 kilo sosis , 2 koli Tekel Birası ve  32'lik tuvalet kağıdı almışlar - Allah sizi inandırsın , hiç yalanım yok  - ve hipermarketi herkesin dehşet dolu bakışları içinde terketmişler .""","""aynı evi  paylaşan bu iki kafadar aybaşı münasebetiyle hipermarketlerden birine gidip   paket makarna  kilo sosis  koli tekel birası ve lik tuvalet kağıdı almışlar allah sizi inandırsın hiç yalanım yok  ve hipermarketi herkesin dehşet dolu bakışları içinde terketmişler",270,37,"""Aynı evi  paylaşan bu iki kafadar, [PET_BOUNDARY]aybaşı[PET_BOUNDARY] münasebetiyle hipermarketlerden birine gidip, 20  paket makarna, 5 kilo sosis, 2 koli Tekel Birası ve  32'lik tuvalet kağıdı almışlar - Allah sizi inandırsın, hiç yalanım yok  - ve hipermarketi herkesin dehşet dolu bakışları içinde terketmişler.""",0
46,aybaşı,aybaşı,bodily functions,"""SSK sağlık kurumlarında spiral takma , aybaşı düzenleme ve sterilizasyon ameliyatı  , istek üzerine yapılmalıdır .""","""ssk sağlık kurumlarında spiral takma aybaşı düzenleme ve sterilizasyon ameliyatı  istekzerine yapılmalıdır",107,12,"""SSK sağlık kurumlarında spiral takma, [PET_BOUNDARY]aybaşı[PET_BOUNDARY] düzenleme ve sterilizasyon ameliyatı , istek üzerine yapılmalıdır.""",1
47,aybaşı,aybaşı,bodily functions,"""Yukarıdaki süreler ,  ihya edilen süreye ilişkin tutar dahil her türlü borçların ödendiği tarihi takip  eden aybaşı itibarıyla bu Kanuna göre aylık bağlanmasında dikkate alınır .""","""yukarıdaki süreler  ihya edilen süreye ilişkin tutar dahil her türlü borçlarındendiği tarihi takip  eden aybaşı itibarıyla bu kanuna göre aylık bağlanmasında dikkate alınır",173,23,"""Yukarıdaki süreler,  ihya edilen süreye ilişkin tutar dahil her türlü borçların ödendiği tarihi takip  eden [PET_BOUNDARY]aybaşı[PET_BOUNDARY] itibarıyla bu Kanuna göre aylık bağlanmasında dikkate alınır.""",0
48,aybaşı,aybaşından,bodily functions,"""Aile  yüzdelerinde baz , anket uygulanan tüm kadınlardır ( kısır , aybaşından kesilmiş  ve gebeler dahil ) .""","""aile  yüzdelerinde baz anket uygulanan tüm kadınlardır kısır aybaşından kesilmiş  ve gebeler dahil",99,13,"""Aile  yüzdelerinde baz, anket uygulanan tüm kadınlardır (kısır, [PET_BOUNDARY]aybaşından[PET_BOUNDARY] kesilmiş  ve gebeler dahil).""",1
49,aybaşı,aybaşı,bodily functions,"""Kadın sadece üre ve aybaşı kanamasına yetecek kadar ,  kibrit çöpü çapında bir açıklık bırakmıştı .""","""kadın sadecere ve aybaşı kanamasına yetecek kadar  kibritpüapında bir açıklık bırakmıştı",89,11,"""Kadın sadece üre ve [PET_BOUNDARY]aybaşı[PET_BOUNDARY] kanamasına yetecek kadar,  kibrit çöpü çapında bir açıklık bırakmıştı.""",1
50,aybaşı,aybaşı,bodily functions,"""Arketipsel olarak Kırmızı Ayakkabılar'ın aybaşı kanamalarının başlaması ve anne tarafından daha  az korunan bir hayata geçilmesi , genç bir kadına kendisinden büyük kadınlar  tarafından dış dünyanın farkında olma ve ona tepki gösterme yollarının öğretilmesiyle ilgili  çok eski bir öykü ya da mitin üst üste binen parçalarından biri  olması mümkündür .""","""arketipsel olarak kırmızı ayakkabılar'ın aybaşı kanamalarının başlaması ve anne tarafından daha  az korunan bir hayata geçilmesi genç bir kadına kendisinden büyük kadınlar  tarafından dış dünyanın farkında olma ve ona tepki gösterme yollarınınretilmesiyle ilgili ok eski birykü ya da mitinstste binen parçalarından biri  olması mümkündür",338,44,"""Arketipsel olarak Kırmızı Ayakkabılar'ın [PET_BOUNDARY]aybaşı[PET_BOUNDARY] kanamalarının başlaması ve anne tarafından daha  az korunan bir hayata geçilmesi, genç bir kadına kendisinden büyük kadınlar  tarafından dış dünyanın farkında olma ve ona tepki gösterme yollarının öğretilmesiyle ilgili  çok eski bir öykü ya da mitin üst üste binen parçalarından biri  olması mümkündür.""",1
